title,start_date_f,end_date_f,lat,lng,address,description,tags,source
Library of Games Podcast,2015-11-30T22:00:00Z,2015-11-30T23:30:00Z,41.876755,-87.627872,"400 S. State Street, Chicago, IL 60605","Do you know what an MMORPG is? An FPS? An RTS? Then join Library of Games (LoG), YOUmedia's very own video game podcast, blog and Let's Play channel. We record a podcast on video game topics every week. ",[],library
Get Wreckt!,2015-11-30T22:30:00Z,2015-12-01T00:00:00Z,41.876755,-87.627872,"400 S. State Street, Chicago, IL 60605","Interested in engineering, taking apart objects to see how they work and creating something new from scratch? Then join us for Get Wreckt to mess around and tinker with everyday objects.",[],library
Superhero Audiobooks,2015-12-01T21:00:00Z,2015-12-02T00:00:00Z,41.857801,-87.661115,"1805 S. Loomis Street, Chicago, IL 60608",Play games that inspire storytelling and create your very own audiobook.,[],library
Teen Gamers,2015-12-01T22:00:00Z,2015-12-01T23:00:00Z,41.8943707,-87.7064607,"733 N. Kedzie Avenue, Chicago, IL 60612",The library has games! Hang out with your friends after school and play card games and board games. Teens can play video games on a PlayStation 3 or a Nintendo DS.,[],library
YOUmedia Podcast Network,2015-12-01T22:00:00Z,2015-12-02T00:00:00Z,41.876755,-87.627872,"400 S. State Street, Chicago, IL 60605","Do you want to be heard? Join us to create your own podcast or radio series. Learn how to record, produce and edit your own show.",[],library
STREAMing Minds At Work,2015-12-01T22:30:00Z,2015-12-02T01:30:00Z,41.864363,-87.709759,"3353 W. 13th Street, Chicago, IL 60623","Working with The <em>STREAM</em> Labs and Dr. Lynne Muhammad, an ISBE certified science teacher at Whitney M. Young High School, students, <strong>grades 5-12</strong>, will merge core academic skills to research, design and present quality and competitive, inquiry-based, student-driven science fair projects. ",[],library
Book Buddies,2015-12-01T22:30:00Z,2015-12-02T00:00:00Z,41.7623,-87.6005,"1000 E. 73rd Street, Chicago, IL 60619","Teen mentors and elementary students team up for partner reading, games, and a healthy snack.",[],library
YOUmedia Fashion,2015-12-01T23:00:00Z,2015-12-02T01:00:00Z,41.876755,-87.627872,"400 S. State Street, Chicago, IL 60605","Do you have a sense of style? Do you like to accessorize or make your own clothes? Join us to learn the basics of sewing, pattern making, CosPlay, deconstruction and much more and get certified to use a sewing machine!",[],library
Photo &amp; Video,2015-12-01T23:00:00Z,2015-12-02T00:30:00Z,41.876755,-87.627872,"400 S. State Street, Chicago, IL 60605","Explore the creative possibilities a pro-level camera can offer in video and photography. From there, you can explore a range of options - from music videos to narrative and experimental shorts in video, to portrait, conceptual and documentary styles in photography. Learn technical skills as well as artistic concepts and principles that will lead to the most unique and creative ways to capture people, places, topics, thoughts and emotions.",[],library
24/7 Library Resources,2015-12-02T00:00:00Z,2015-12-02T01:00:00Z,41.782285,-87.637379,"6151 S. Normal Boulevard, Chicago, IL 60621"," E-books, e-audiobooks, movies, music, and more are available anytime of the day on Chicago Public Library's website and apps. Bring your computer, tablet, phone, or other digital devices to learn how to access these free resources.",[],library
YOUmedia Open Hours,2015-12-02T21:00:00Z,2015-12-02T23:30:00Z,41.857801,-87.661115,"1805 S. Loomis Street, Chicago, IL 60608","Come hang out and mess around with all our tech gear, including laptops, a 3D printer, a sticker maker and video games. Learn how to make simple crafts like buttons to stop motion animation. Every day is different so feel free to drop in!",[],library
Crafternoon Wednesdays,2015-12-02T22:00:00Z,2015-12-02T23:00:00Z,41.80105,-87.726459,"5055 S. Archer Avenue, Chicago, IL 60632",Drop in for arts and crafts on Wednesday afternoons! No registration is necessary. Ages 6+. Younger children are welcome to participate with caregivers. ,[],library
Underground Feedback Stereo,2015-12-02T22:00:00Z,2015-12-02T23:00:00Z,41.876755,-87.627872,"400 S. State Street, Chicago, IL 60605","Learn basic recording techniques, music publishing, social media promotion and music production. We will guide you through the process of becoming an independent musician.",[],library
Art Technique and Concept,2015-12-02T22:30:00Z,2015-12-03T00:00:00Z,41.876755,-87.627872,"400 S. State Street, Chicago, IL 60605","Work with our artists to learn and improve skills in art and graphic design. Get hands on with pencils, paint, tablets, and printing, and design with Photoshop and Illustrator. Experiment with how art can communicate your ideas, feelings and viewpoints to the world!",[],library
F.L.O.W. Open Mic,2015-12-02T23:30:00Z,2015-12-03T01:30:00Z,41.876755,-87.627872,"400 S. State Street, Chicago, IL 60605","Perform poetry, music, dance, comedy and more in YOUmedia's very own open mic night. Experiment with a wide variety of media, as well as recording it all live. Come early to get your name on the performance list and start working on your stage presence. Fresh.Lyrics.On.Wednesdays.",[],library
Family Game Night,2015-12-03T00:00:00Z,2015-12-03T01:00:00Z,41.881111,-87.679283,"6 S. Hoyne Avenue, Chicago, IL 60612","An hour-long game night for kids, teens and their parents and friends.  We will provide a variety of board games and puzzles the whole family is sure to enjoy!",[],library
Home School Hang Out,2015-12-03T19:30:00Z,2015-12-03T21:30:00Z,41.876755,-87.627872,"400 S. State Street, Chicago, IL 60605","Calling all Chicagoland home school teens. We make web shows. We design objects for 3D printers and vinyl cutters. We paint and draw. We play games and go on field trips. If you are interested in doing these things, you are interested in the Home School Group.",[],library
Teen Game Room,2015-12-03T21:00:00Z,2015-12-03T23:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",[],library
â€‹Digital Design,2015-12-03T21:00:00Z,2015-12-04T00:00:00Z,41.857801,-87.661115,"1805 S. Loomis Street, Chicago, IL 60608","Digital Design using Photoshop, Illustrator and other cool applications.",[],library
Maker Open Lab,2015-12-03T22:00:00Z,2015-12-04T00:00:00Z,41.876755,-87.627872,"400 S. State Street, Chicago, IL 60605","Use YOUmedia's maker equipment to pursue your own projects. Learn to design and print in 3D or use the vinyl cutter to create stickers, stencils, or decals. Have an idea of your own? Come in and make it happen!",[],library
The Great Artdoors,2015-12-03T23:00:00Z,2015-12-04T00:30:00Z,41.876755,-87.627872,"400 S. State Street, Chicago, IL 60605","The Great Artdoors is YOUmedia's public art and design workshop. Come learn and create art using professional, unconventional and experimental techniques!",[],library
Family Game Night,2015-12-04T00:30:00Z,2015-12-04T01:30:00Z,41.762506,-87.563816,"2505 E. 73rd Street, Chicago, IL 60649",Play your favorite board&nbsp;game with friends and family or learn to play&nbsp;a new one.,[],library
Board Games &amp; Card Games: The Real Challenge,2015-12-05T17:00:00Z,2015-12-05T21:00:00Z,41.857801,-87.661115,"1805 S. Loomis Street, Chicago, IL 60608",Strategize and challenge your opponent(s) to survive fun quests.,[],library
Underground Feedback Stereo,2015-12-05T19:00:00Z,2015-12-05T21:00:00Z,41.876755,-87.627872,"400 S. State Street, Chicago, IL 60605","Learn basic recording techniques, music publishing, social media promotion and music production. We will guide you through the process of becoming an independent musician.",[],library
Crafts on Saturdays,2015-12-05T20:30:00Z,2015-12-05T21:30:00Z,41.80105,-87.726459,"5055 S. Archer Avenue, Chicago, IL 60632",Drop in for arts and crafts on Saturday afternoons! ,[],library
The Absolutely True Diary Of A Part-Time Indian,2015-12-05T21:00:00Z,2015-12-05T22:30:00Z,41.80105,-87.726459,"5055 S. Archer Avenue, Chicago, IL 60632"," In <a id=""ember16168"" href=""/item/show/2219210081"" data-add-title-link=""2219210081"">The Absolutely True Diary of A Part-time Indian</a>, Arnold Spirit ""Junior"", a talented cartoonist and writer growing up on the Spokane Indian Reservation, makes a fateful decision to attend an all-white farm town high school where the only other Indian is the school mascot. He faces trouble fitting in with his white peers while he is also the target of bullies and ridicule back on the rez, adding up to a nuanced view of culture, identity, and community. Little, Brown Books For Young Readers, 2009. (Ages 12 &amp; Up)",[],library
YOUmedia Open Hours,2015-12-07T21:00:00Z,2015-12-07T23:30:00Z,41.857801,-87.661115,"1805 S. Loomis Street, Chicago, IL 60608","Come hang out and mess around with all our tech gear, including laptops, a 3D printer, a sticker maker and video games. Learn how to make simple crafts like buttons to stop motion animation. Every day is different so feel free to drop in!",[],library
Maker Open Lab,2015-12-07T22:00:00Z,2015-12-08T00:00:00Z,41.876755,-87.627872,"400 S. State Street, Chicago, IL 60605","Use YOUmedia's maker equipment to pursue your own projects. Learn to design and print in 3D or use the vinyl cutter to create stickers, stencils, or decals. Have an idea of your own? Come in and make it happen!",[],library
Library of Games Podcast,2015-12-07T22:00:00Z,2015-12-07T23:30:00Z,41.876755,-87.627872,"400 S. State Street, Chicago, IL 60605","Do you know what an MMORPG is? An FPS? An RTS? Then join Library of Games (LoG), YOUmedia's very own video game podcast, blog and Let's Play channel. We record a podcast on video game topics every week. ",[],library
Get Wreckt!,2015-12-07T22:30:00Z,2015-12-08T00:00:00Z,41.876755,-87.627872,"400 S. State Street, Chicago, IL 60605","Interested in engineering, taking apart objects to see how they work and creating something new from scratch? Then join us for Get Wreckt to mess around and tinker with everyday objects.",[],library
Superhero Audiobooks,2015-12-08T21:00:00Z,2015-12-09T00:00:00Z,41.857801,-87.661115,"1805 S. Loomis Street, Chicago, IL 60608",Play games that inspire storytelling and create your very own audiobook.,[],library
Teen Gamers,2015-12-08T22:00:00Z,2015-12-08T23:00:00Z,41.8943707,-87.7064607,"733 N. Kedzie Avenue, Chicago, IL 60612",The library has games! Hang out with your friends after school and play card games and board games. Teens can play video games on a PlayStation 3 or a Nintendo DS.,[],library
YOUmedia Podcast Network,2015-12-08T22:00:00Z,2015-12-09T00:00:00Z,41.876755,-87.627872,"400 S. State Street, Chicago, IL 60605","Do you want to be heard? Join us to create your own podcast or radio series. Learn how to record, produce and edit your own show.",[],library
STREAMing Minds At Work,2015-12-08T22:30:00Z,2015-12-09T01:30:00Z,41.864363,-87.709759,"3353 W. 13th Street, Chicago, IL 60623","Working with The <em>STREAM</em> Labs and Dr. Lynne Muhammad, an ISBE certified science teacher at Whitney M. Young High School, students, <strong>grades 5-12</strong>, will merge core academic skills to research, design and present quality and competitive, inquiry-based, student-driven science fair projects. ",[],library
Book Buddies,2015-12-08T22:30:00Z,2015-12-09T00:00:00Z,41.7623,-87.6005,"1000 E. 73rd Street, Chicago, IL 60619","Teen mentors and elementary students team up for partner reading, games, and a healthy snack.",[],library
YOUmedia Fashion,2015-12-08T23:00:00Z,2015-12-09T01:00:00Z,41.876755,-87.627872,"400 S. State Street, Chicago, IL 60605","Do you have a sense of style? Do you like to accessorize or make your own clothes? Join us to learn the basics of sewing, pattern making, CosPlay, deconstruction and much more and get certified to use a sewing machine!",[],library
Photo &amp; Video,2015-12-08T23:00:00Z,2015-12-09T00:30:00Z,41.876755,-87.627872,"400 S. State Street, Chicago, IL 60605","Explore the creative possibilities a pro-level camera can offer in video and photography. From there, you can explore a range of options - from music videos to narrative and experimental shorts in video, to portrait, conceptual and documentary styles in photography. Learn technical skills as well as artistic concepts and principles that will lead to the most unique and creative ways to capture people, places, topics, thoughts and emotions.",[],library
YOUmedia Open Hours,2015-12-09T21:00:00Z,2015-12-09T23:30:00Z,41.857801,-87.661115,"1805 S. Loomis Street, Chicago, IL 60608","Come hang out and mess around with all our tech gear, including laptops, a 3D printer, a sticker maker and video games. Learn how to make simple crafts like buttons to stop motion animation. Every day is different so feel free to drop in!",[],library
Crafternoon Wednesdays,2015-12-09T22:00:00Z,2015-12-09T23:00:00Z,41.80105,-87.726459,"5055 S. Archer Avenue, Chicago, IL 60632",Drop in for arts and crafts on Wednesday afternoons! No registration is necessary. Ages 6+. Younger children are welcome to participate with caregivers. ,[],library
Underground Feedback Stereo,2015-12-09T22:00:00Z,2015-12-09T23:00:00Z,41.876755,-87.627872,"400 S. State Street, Chicago, IL 60605","Learn basic recording techniques, music publishing, social media promotion and music production. We will guide you through the process of becoming an independent musician.",[],library
Art Technique and Concept,2015-12-09T22:30:00Z,2015-12-10T00:00:00Z,41.876755,-87.627872,"400 S. State Street, Chicago, IL 60605","Work with our artists to learn and improve skills in art and graphic design. Get hands on with pencils, paint, tablets, and printing, and design with Photoshop and Illustrator. Experiment with how art can communicate your ideas, feelings and viewpoints to the world!",[],library
Games Night,2015-12-09T23:00:00Z,2015-12-10T01:00:00Z,41.80105,-87.726459,"5055 S. Archer Avenue, Chicago, IL 60632","Work with our artists to learn and improve skills in art and graphic design. Get hands on with pencils, paint, tablets, and printing, and design with Photoshop and Illustrator. Experiment with how art can communicate your ideas, feelings and viewpoints to the world!",[],library
F.L.O.W. Open Mic,2015-12-09T23:30:00Z,2015-12-10T01:30:00Z,41.876755,-87.627872,"400 S. State Street, Chicago, IL 60605","Perform poetry, music, dance, comedy and more in YOUmedia's very own open mic night. Experiment with a wide variety of media, as well as recording it all live. Come early to get your name on the performance list and start working on your stage presence. Fresh.Lyrics.On.Wednesdays.",[],library
Family Game Night,2015-12-10T00:00:00Z,2015-12-10T01:00:00Z,41.881111,-87.679283,"6 S. Hoyne Avenue, Chicago, IL 60612","An hour-long game night for kids, teens and their parents and friends.  We will provide a variety of board games and puzzles the whole family is sure to enjoy!",[],library
Home School Hang Out,2015-12-10T19:30:00Z,2015-12-10T21:30:00Z,41.876755,-87.627872,"400 S. State Street, Chicago, IL 60605","Calling all Chicagoland home school teens. We make web shows. We design objects for 3D printers and vinyl cutters. We paint and draw. We play games and go on field trips. If you are interested in doing these things, you are interested in the Home School Group.",[],library
Teen Game Room,2015-12-10T21:00:00Z,2015-12-10T23:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",[],library
â€‹Digital Design,2015-12-10T21:00:00Z,2015-12-11T00:00:00Z,41.857801,-87.661115,"1805 S. Loomis Street, Chicago, IL 60608","Digital Design using Photoshop, Illustrator and other cool applications.",[],library
Maker Open Lab,2015-12-10T22:00:00Z,2015-12-11T00:00:00Z,41.876755,-87.627872,"400 S. State Street, Chicago, IL 60605","Use YOUmedia's maker equipment to pursue your own projects. Learn to design and print in 3D or use the vinyl cutter to create stickers, stencils, or decals. Have an idea of your own? Come in and make it happen!",[],library
The Great Artdoors,2015-12-10T23:00:00Z,2015-12-11T00:30:00Z,41.876755,-87.627872,"400 S. State Street, Chicago, IL 60605","The Great Artdoors is YOUmedia's public art and design workshop. Come learn and create art using professional, unconventional and experimental techniques!",[],library
Film Screening: &quot;Waking in Oak Creek&quot; and Human Rights Day Panel Discussion,2015-12-11T00:00:00Z,2015-12-11T02:00:00Z,41.876755,-87.627872,"400 S. State Street, Chicago, IL 60605","<img src=""https://chipublib.bibliocommons.com/events/uploads/images/full/c7b60cd618f0d7adf4aefe69b92377d0/WakingInOakCreek-resized.jpg"" unselectable=""on"">",[],library
Family Craft Night,2015-12-11T00:30:00Z,2015-12-11T01:30:00Z,41.762506,-87.563816,"2505 E. 73rd Street, Chicago, IL 60649",Use your creativity to contribute to a group art project with your friends and family&nbsp;or make a craft to take home with you.,[],library
Board Games &amp; Card Games: The Real Challenge,2015-12-12T17:00:00Z,2015-12-12T21:00:00Z,41.857801,-87.661115,"1805 S. Loomis Street, Chicago, IL 60608",Strategize and challenge your opponent(s) to survive fun quests.,[],library
Crafts on Saturdays,2015-12-12T20:30:00Z,2015-12-12T21:30:00Z,41.80105,-87.726459,"5055 S. Archer Avenue, Chicago, IL 60632",Drop in for arts and crafts on Saturday afternoons! ,[],library
YOUmedia Open Hours,2015-12-14T21:00:00Z,2015-12-14T23:30:00Z,41.857801,-87.661115,"1805 S. Loomis Street, Chicago, IL 60608","Come hang out and mess around with all our tech gear, including laptops, a 3D printer, a sticker maker and video games. Learn how to make simple crafts like buttons to stop motion animation. Every day is different so feel free to drop in!",[],library
Superhero Audiobooks,2015-12-15T21:00:00Z,2015-12-16T00:00:00Z,41.857801,-87.661115,"1805 S. Loomis Street, Chicago, IL 60608",Play games that inspire storytelling and create your very own audiobook.,[],library
Teen Gamers,2015-12-15T22:00:00Z,2015-12-15T23:00:00Z,41.8943707,-87.7064607,"733 N. Kedzie Avenue, Chicago, IL 60612",The library has games! Hang out with your friends after school and play card games and board games. Teens can play video games on a PlayStation 3 or a Nintendo DS.,[],library
STREAMing Minds At Work,2015-12-15T22:30:00Z,2015-12-16T01:30:00Z,41.864363,-87.709759,"3353 W. 13th Street, Chicago, IL 60623","Working with The <em>STREAM</em> Labs and Dr. Lynne Muhammad, an ISBE certified science teacher at Whitney M. Young High School, students, <strong>grades 5-12</strong>, will merge core academic skills to research, design and present quality and competitive, inquiry-based, student-driven science fair projects. ",[],library
Book Buddies,2015-12-15T22:30:00Z,2015-12-16T00:00:00Z,41.7623,-87.6005,"1000 E. 73rd Street, Chicago, IL 60619","Teen mentors and elementary students team up for partner reading, games, and a healthy snack.",[],library
On the Money: Teen Internship,2015-12-15T23:00:00Z,2015-12-16T01:00:00Z,41.876755,-87.627872,"400 S. State Street, Chicago, IL 60605","On the Money interns (teens in high school, ages 14-18) will be meeting to research, write and publish articles about financial literacy, entrepreneurship and business topics while developing friends, building financial and workforce skills from mentors and guest presenters in this four-month mentorship program (September - December) presented by Economic Awareness Council in partnership with Chicago Public Library and DePaul University. ",[],library
YOUmedia Open Hours,2015-12-16T21:00:00Z,2015-12-16T23:30:00Z,41.857801,-87.661115,"1805 S. Loomis Street, Chicago, IL 60608","Come hang out and mess around with all our tech gear, including laptops, a 3D printer, a sticker maker and video games. Learn how to make simple crafts like buttons to stop motion animation. Every day is different so feel free to drop in!",[],library
Crafternoon Wednesdays,2015-12-16T22:00:00Z,2015-12-16T23:00:00Z,41.80105,-87.726459,"5055 S. Archer Avenue, Chicago, IL 60632",Drop in for arts and crafts on Wednesday afternoons! No registration is necessary. Ages 6+. Younger children are welcome to participate with caregivers. ,[],library
GGC Drawing Club,2015-12-16T22:30:00Z,2015-12-17T00:00:00Z,41.7623,-87.6005,"1000 E. 73rd Street, Chicago, IL 60619","Teens and pre-teens gather for socialization, snacks, and drawing practice.  Come share your favorite manga or anime, get freebies, and practice your sketching or inking.",[],library
Family Game Night,2015-12-17T00:00:00Z,2015-12-17T01:00:00Z,41.881111,-87.679283,"6 S. Hoyne Avenue, Chicago, IL 60612","An hour-long game night for kids, teens and their parents and friends.  We will provide a variety of board games and puzzles the whole family is sure to enjoy!",[],library
Teen Game Room,2015-12-17T21:00:00Z,2015-12-17T23:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",[],library
â€‹Digital Design,2015-12-17T21:00:00Z,2015-12-18T00:00:00Z,41.857801,-87.661115,"1805 S. Loomis Street, Chicago, IL 60608","Digital Design using Photoshop, Illustrator and other cool applications.",[],library
Family Game Night,2015-12-18T00:30:00Z,2015-12-18T01:30:00Z,41.762506,-87.563816,"2505 E. 73rd Street, Chicago, IL 60649",Play your favorite board&nbsp;game with friends and family or learn to play&nbsp;a new one.,[],library
Board Games &amp; Card Games: The Real Challenge,2015-12-19T17:00:00Z,2015-12-19T21:00:00Z,41.857801,-87.661115,"1805 S. Loomis Street, Chicago, IL 60608",Strategize and challenge your opponent(s) to survive fun quests.,[],library
Crafts on Saturdays,2015-12-19T20:30:00Z,2015-12-19T21:30:00Z,41.80105,-87.726459,"5055 S. Archer Avenue, Chicago, IL 60632",Drop in for arts and crafts on Saturday afternoons! ,[],library
YOUmedia Open Hours,2015-12-21T21:00:00Z,2015-12-21T23:30:00Z,41.857801,-87.661115,"1805 S. Loomis Street, Chicago, IL 60608","Come hang out and mess around with all our tech gear, including laptops, a 3D printer, a sticker maker and video games. Learn how to make simple crafts like buttons to stop motion animation. Every day is different so feel free to drop in!",[],library
Superhero Audiobooks,2015-12-22T21:00:00Z,2015-12-23T00:00:00Z,41.857801,-87.661115,"1805 S. Loomis Street, Chicago, IL 60608",Play games that inspire storytelling and create your very own audiobook.,[],library
Teen Gamers,2015-12-22T22:00:00Z,2015-12-22T23:00:00Z,41.8943707,-87.7064607,"733 N. Kedzie Avenue, Chicago, IL 60612",The library has games! Hang out with your friends after school and play card games and board games. Teens can play video games on a PlayStation 3 or a Nintendo DS.,[],library
YOUmedia Open Hours,2015-12-23T21:00:00Z,2015-12-23T23:30:00Z,41.857801,-87.661115,"1805 S. Loomis Street, Chicago, IL 60608","Come hang out and mess around with all our tech gear, including laptops, a 3D printer, a sticker maker and video games. Learn how to make simple crafts like buttons to stop motion animation. Every day is different so feel free to drop in!",[],library
Teen Game Room,2015-12-24T21:00:00Z,2015-12-24T23:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",[],library
â€‹Digital Design,2015-12-24T21:00:00Z,2015-12-25T00:00:00Z,41.857801,-87.661115,"1805 S. Loomis Street, Chicago, IL 60608","Digital Design using Photoshop, Illustrator and other cool applications.",[],library
YOUmedia Open Hours,2015-12-28T21:00:00Z,2015-12-28T23:30:00Z,41.857801,-87.661115,"1805 S. Loomis Street, Chicago, IL 60608","Come hang out and mess around with all our tech gear, including laptops, a 3D printer, a sticker maker and video games. Learn how to make simple crafts like buttons to stop motion animation. Every day is different so feel free to drop in!",[],library
Superhero Audiobooks,2015-12-29T21:00:00Z,2015-12-30T00:00:00Z,41.857801,-87.661115,"1805 S. Loomis Street, Chicago, IL 60608",Play games that inspire storytelling and create your very own audiobook.,[],library
Teen Gamers,2015-12-29T22:00:00Z,2015-12-29T23:00:00Z,41.8943707,-87.7064607,"733 N. Kedzie Avenue, Chicago, IL 60612",The library has games! Hang out with your friends after school and play card games and board games. Teens can play video games on a PlayStation 3 or a Nintendo DS.,[],library
Avalon Odeum,2015-12-31T00:00:00Z,2015-12-31T01:30:00Z,41.74691,-87.586031,"8148 S. Stony Island Avenue, Chicago, IL 60617","<img src=""https://chipublib.bibliocommons.com/events/uploads/images/full/4b9d9efa9bf8b2a72e2954ba29780de8/DanceForMePOV2.jpg"" unselectable=""on"">",[],library
Teen Game Room,2015-12-31T21:00:00Z,2015-12-31T23:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",[],library
24/7 Library Resources,2016-01-06T00:00:00Z,2016-01-06T01:00:00Z,41.782285,-87.637379,"6151 S. Normal Boulevard, Chicago, IL 60621"," E-books, e-audiobooks, movies, music, and more are available anytime of the day on Chicago Public Library's website and apps. Bring your computer, tablet, phone, or other digital devices to learn how to access these free resources.",[],library
Teen Game Room,2016-01-07T21:00:00Z,2016-01-07T23:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",[],library
Teen Game Room,2016-01-14T21:00:00Z,2016-01-14T23:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",[],library
Teen Game Room,2016-01-21T21:00:00Z,2016-01-21T23:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",[],library
Teen Game Room,2016-01-28T21:00:00Z,2016-01-28T23:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",[],library
24/7 Library Resources,2016-02-03T00:00:00Z,2016-02-03T01:00:00Z,41.782285,-87.637379,"6151 S. Normal Boulevard, Chicago, IL 60621"," E-books, e-audiobooks, movies, music, and more are available anytime of the day on Chicago Public Library's website and apps. Bring your computer, tablet, phone, or other digital devices to learn how to access these free resources.",[],library
Teen Game Room,2016-02-04T21:00:00Z,2016-02-04T23:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",[],library
Teen Game Room,2016-02-11T21:00:00Z,2016-02-11T23:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",[],library
Teen Game Room,2016-02-18T21:00:00Z,2016-02-18T23:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",[],library
Teen Game Room,2016-02-25T21:00:00Z,2016-02-25T23:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",[],library
Teen Game Room,2016-03-03T21:00:00Z,2016-03-03T23:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",[],library
Teen Game Room,2016-03-10T21:00:00Z,2016-03-10T23:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",[],library
Teen Game Room,2016-03-17T20:00:00Z,2016-03-17T22:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",[],library
Author and Kiva co-founder Jessica Jackley,2016-03-22T23:00:00Z,2016-03-23T00:30:00Z,41.876755,-87.627872,"400 S. State Street, Chicago, IL 60605","<img src=""https://chipublib.bibliocommons.com/events/uploads/images/full/58d15fc045496f9e27e26b39897e3874/JessicaJackley-resized.jpg"" unselectable=""on"">",[],library
Teen Game Room,2016-03-24T20:00:00Z,2016-03-24T22:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",[],library
Teen Game Room,2016-03-31T20:00:00Z,2016-03-31T22:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",[],library
Teen Game Room,2016-04-07T20:00:00Z,2016-04-07T22:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",[],library
Teen Game Room,2016-04-14T20:00:00Z,2016-04-14T22:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",[],library
Teen Game Room,2016-04-21T20:00:00Z,2016-04-21T22:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",[],library
Teen Game Room,2016-04-28T20:00:00Z,2016-04-28T22:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",[],library
Teen Game Room,2016-05-05T20:00:00Z,2016-05-05T22:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",[],library
Teen Game Room,2016-05-12T20:00:00Z,2016-05-12T22:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",[],library
Teen Game Room,2016-05-19T20:00:00Z,2016-05-19T22:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",[],library
